,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:07 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Looney vs. Holmgren: Tip to Gilgeous-Alexander,0,0,Kevon Looney,GSW,Chet Holmgren,OKC,Shai Gilgeous-Alexander,OKC
2,2POINT.ASSIST,1,11:54,Jal. Williams 2' Cutting Dunk Shot (2 PTS) (Gilgeous-Alexander 1 AST),2 - 0,-2,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
3,FOUL,1,11:41,Dort S.FOUL (P1.T1) (T.Brothers),2 - 0,-2,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
4,FTMAKE,1,11:41,Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),2 - 1,-1,Shai Gilgeous-Alexander,OKC,,,,
5,FTMISS,1,11:41,MISS Gilgeous-Alexander Free Throw 2 of 2,2 - 1,-1,Shai Gilgeous-Alexander,OKC,,,,
6,REBOUND,1,11:41,Thunder Rebound,2 - 1,-1,,,,,,
7,TURNOVER,1,11:17,Thunder Turnover: Shot Clock (T#1),2 - 2,TIE,,,,,,
8,STEAL.TURNOVER,1,11:01,Jones Jr. Lost Ball Turnover (P1.T1)Holmgren STEAL (1 STL),2 - 2,TIE,Derrick Jones Jr.,GSW,Chet Holmgren,OKC,,
9,2POINT.ASSIST,1,10:49,Dort 1' Layup (2 PTS) (Joe 1 AST),4 - 2,-2,Luguentz Dort,OKC,Isaiah Joe,OKC,,
10,2POINTMISS,1,10:34,MISS Looney 1' Driving Layup,4 - 2,-2,Kevon Looney,GSW,,,,
11,REBOUND,1,10:32,Looney REBOUND (Off:1 Def:0),4 - 2,-2,Kevon Looney,GSW,,,,
12,2POINT,1,10:32,Looney 1' Putback Dunk (2 PTS),4 - 4,TIE,Kevon Looney,GSW,,,,
13,3POINT.ASSIST,1,10:14,Holmgren 25' 3PT Jump Shot (3 PTS) (Dort 1 AST),7 - 4,-3,Chet Holmgren,OKC,Luguentz Dort,OKC,,
14,STEAL.TURNOVER,1,10:02,Doncic Bad Pass Turnover (P1.T2)Jal. Williams STEAL (1 STL),7 - 4,-3,Luka Doncic,DAL,Jalen Williams,OKC,,
15,3POINT.ASSIST,1,9:22,Dort 25' 3PT Jump Shot (6 PTS) (Jal. Williams 1 AST),10 - 4,-6,Luguentz Dort,OKC,Jalen Williams,OKC,,
16,TIMEOUT,1,9:22,MAVERICKS Timeout: Regular (Full 1 Short 0),10 - 4,-6,,,,,,
17,2POINTMISS.BLOCK,1,8:31,MISS Jones Jr. 7' Floating Jump ShotGilgeous-Alexander BLOCK (1 BLK),13 - 4,-9,Derrick Jones Jr.,DAL,,,Shai Gilgeous-Alexander,OKC
18,REBOUND,1,8:29,Thunder Rebound,13 - 4,-9,,,,,,
19,3POINT.ASSIST,1,8:24,Thompson 26' 3PT Jump Shot (5 PTS) (Poole 1 AST),13 - 7,-6,Klay Thompson,GSW,Jordan Poole,GSW,,
20,3POINTMISS,1,8:05,MISS Hunter 24' 3PT Jump Shot,13 - 7,-6,De'Andre Hunter,ATL,,,,
21,REBOUND,1,8:03,Looney REBOUND (Off:0 Def:1),13 - 7,-6,Kevon Looney,GSW,,,,
22,3POINTMISS,1,7:57,MISS Thompson 26' 3PT Jump Shot,13 - 7,-6,Klay Thompson,GSW,,,,
23,REBOUND,1,7:55,Collins REBOUND (Off:0 Def:1),13 - 7,-6,John Collins,ATL,,,,
24,2POINT.ASSIST,1,7:45,Collins 3' Cutting Dunk Shot (4 PTS) (Hunter 1 AST),15 - 7,-8,John Collins,ATL,De'Andre Hunter,ATL,,
25,2POINTMISS,1,7:25,MISS Thompson 19' Jump Shot,15 - 7,-8,Klay Thompson,GSW,,,,
26,REBOUND,1,7:23,Collins REBOUND (Off:0 Def:2),15 - 7,-8,John Collins,ATL,,,,
27,2POINT.ASSIST,1,7:15,Hunter 8' Driving Floating Jump Shot (2 PTS) (Young 1 AST),17 - 7,-10,De'Andre Hunter,ATL,Trae Young,ATL,,
28,2POINTMISS.BLOCK,1,6:57,MISS Poole 4' Driving Finger Roll LayupCollins BLOCK (1 BLK),17 - 7,-10,Jordan Poole,GSW,,,John Collins,ATL
29,REBOUND,1,6:54,Collins REBOUND (Off:0 Def:3),17 - 7,-10,John Collins,ATL,,,,
30,2POINT.ASSIST,1,6:51,Hunter 8' Driving Floating Jump Shot (4 PTS) (Young 2 AST),19 - 7,-12,De'Andre Hunter,ATL,Trae Young,ATL,,
31,3POINT,1,6:32,Thompson 26' 3PT Pullup Jump Shot (8 PTS),19 - 10,-9,Klay Thompson,GSW,,,,
32,2POINT,1,6:18,Murray 12' Pullup Jump Shot (2 PTS),21 - 10,-11,Dejounte Murray,ATL,,,,
33,TIMEOUT,1,6:18,WARRIORS Timeout: Regular (Full 1 Short 0),21 - 10,-11,,,,,,
34,SUB,1,6:18,SUB: Lamb FOR Looney,21 - 10,-11,Kevon Looney,GSW,Anthony Lamb,GSW,,
35,SUB,1,6:18,SUB: Bogdanovic FOR Okongwu,21 - 10,-11,Onyeka Okongwu,ATL,Bogdan Bogdanovic,ATL,,
36,2POINTMISS.BLOCK,1,6:06,MISS Green 4' Cutting Layup ShotCollins BLOCK (2 BLK),21 - 10,-11,Draymond Green,GSW,,,John Collins,ATL
37,REBOUND,1,6:04,Murray REBOUND (Off:0 Def:1),21 - 10,-11,Dejounte Murray,ATL,,,,
38,3POINTMISS,1,6:01,MISS Murray 27' 3PT Jump Shot,21 - 10,-11,Dejounte Murray,ATL,,,,
39,REBOUND,1,5:59,Thompson REBOUND (Off:0 Def:1),21 - 10,-11,Klay Thompson,GSW,,,,
40,3POINT.ASSIST,1,5:48,Thompson 27' 3PT Jump Shot (11 PTS) (Green 2 AST),21 - 13,-8,Klay Thompson,GSW,Draymond Green,GSW,,
41,2POINTMISS,1,5:34,MISS Young 10' Driving Floating Bank Jump Shot,21 - 13,-8,Trae Young,ATL,,,,
42,REBOUND,1,5:32,Collins REBOUND (Off:1 Def:3),21 - 13,-8,John Collins,ATL,,,,
43,3POINTMISS,1,5:31,MISS Bogdanovic 29' 3PT Jump Shot,21 - 13,-8,Bogdan Bogdanovic,ATL,,,,
44,REBOUND,1,5:27,DiVincenzo REBOUND (Off:0 Def:1),21 - 13,-8,Donte DiVincenzo,GSW,,,,
45,TURNOVER,1,5:11,Poole Traveling Turnover (P1.T2),21 - 13,-8,Jordan Poole,GSW,,,,
46,3POINTMISS,1,5:02,MISS Collins 27' 3PT Jump Shot,21 - 13,-8,John Collins,ATL,,,,
47,REBOUND,1,4:59,DiVincenzo REBOUND (Off:0 Def:2),21 - 13,-8,Donte DiVincenzo,GSW,,,,
48,2POINT.ASSIST,1,4:51,Poole 3' Driving Layup (7 PTS) (Green 3 AST),21 - 16,-5,Jordan Poole,GSW,Draymond Green,GSW,,
49,3POINTMISS,1,4:41,MISS Hunter 25' 3PT Jump Shot,21 - 16,-5,De'Andre Hunter,ATL,,,,
50,REBOUND,1,4:38,Thompson REBOUND (Off:0 Def:2),21 - 16,-5,Klay Thompson,GSW,,,,
51,3POINT,1,4:32,Thompson 27' 3PT Pullup Jump Shot (14 PTS),21 - 19,-2,Klay Thompson,GSW,,,,
52,TIMEOUT,1,4:30,Hawks Timeout: Regular (Reg.1 Short 0),21 - 19,-2,,,,,,
53,SUB,1,4:30,SUB: Jerome FOR Poole,21 - 19,-2,Jordan Poole,GSW,Ty Jerome,GSW,,
54,SUB,1,4:30,SUB: Looney FOR Green,21 - 19,-2,Draymond Green,GSW,Kevon Looney,GSW,,
55,SUB,1,4:30,SUB: J. Holiday FOR Hunter,21 - 19,-2,De'Andre Hunter,ATL,Justin Holiday,ATL,,
56,SUB,1,4:30,SUB: Okongwu FOR Collins,21 - 19,-2,John Collins,ATL,Onyeka Okongwu,ATL,,
57,2POINT,1,4:23,Murray 11' Driving Floating Jump Shot (4 PTS),23 - 19,-4,Dejounte Murray,ATL,,,,
58,3POINT.ASSIST,1,4:07,Lamb 24' 3PT Jump Shot (3 PTS) (Thompson 1 AST),23 - 22,-1,Anthony Lamb,GSW,Klay Thompson,GSW,,
59,2POINT.ASSIST,1,3:51,Okongwu 7' Turnaround Hook Shot (2 PTS) (Murray 1 AST),25 - 22,-3,Onyeka Okongwu,ATL,Dejounte Murray,ATL,,
60,3POINTMISS,1,3:36,MISS Jerome 25' 3PT Jump Shot,25 - 22,-3,Ty Jerome,GSW,,,,
61,REBOUND,1,3:33,Okongwu REBOUND (Off:0 Def:1),25 - 22,-3,Onyeka Okongwu,ATL,,,,
62,TURNOVER,1,3:32,Okongwu Out of Bounds - Bad Pass Turnover Turnover (P1.T2),25 - 22,-3,Onyeka Okongwu,ATL,,,,
63,SUB,1,3:32,SUB: A. Holiday FOR Murray,25 - 22,-3,Dejounte Murray,ATL,Aaron Holiday,ATL,,
64,2POINT,1,3:13,Looney 4' Driving Reverse Layup (2 PTS),25 - 24,-1,Kevon Looney,GSW,,,,
65,2POINT,1,3:02,Young 13' Driving Floating Jump Shot (5 PTS),27 - 24,-3,Trae Young,ATL,,,,
66,3POINT.ASSIST,1,2:43,Lamb 24' 3PT Jump Shot (6 PTS) (DiVincenzo 2 AST),27 - 27,TIE,Anthony Lamb,GSW,Donte DiVincenzo,GSW,,
67,3POINTMISS,1,2:26,MISS J. Holiday 3PT Jump Shot,27 - 27,TIE,Justin Holiday,ATL,,,,
68,REBOUND,1,2:24,DiVincenzo REBOUND (Off:0 Def:3),27 - 27,TIE,Donte DiVincenzo,GSW,,,,
69,2POINT,1,2:20,Jerome 11' Driving Floating Jump Shot (2 PTS),27 - 29,2,Ty Jerome,GSW,,,,
70,FOUL,1,2:20,J. Holiday S.FOUL (P1.T1) (Z.Zarba),27 - 29,2,Justin Holiday,ATL,Ty Jerome,GSW,,
71,SUB,1,2:20,SUB: Moody FOR DiVincenzo,27 - 29,2,Donte DiVincenzo,GSW,Moses Moody,GSW,,
72,FTMAKE,1,2:20,Jerome Free Throw 1 of 1 (3 PTS),27 - 30,3,Ty Jerome,GSW,,,,
73,2POINT,1,2:05,Young 7' Driving Layup (7 PTS),29 - 30,1,Trae Young,ATL,,,,
74,3POINTMISS,1,1:50,MISS Thompson 27' 3PT Pullup Jump Shot,29 - 30,1,Klay Thompson,GSW,,,,
75,REBOUND,1,1:47,J. Holiday REBOUND (Off:0 Def:1),29 - 30,1,Justin Holiday,ATL,,,,
76,3POINT.ASSIST,1,1:40,Young 30' 3PT Jump Shot (10 PTS) (J. Holiday 1 AST),32 - 30,-2,Trae Young,ATL,Justin Holiday,ATL,,
77,2POINT.ASSIST,1,1:39,Lamb 2' Cutting Layup Shot (6 PTS) (Thompson 2 AST),32 - 32,TIE,Anthony Lamb,GSW,Klay Thompson,GSW,,
78,3POINTMISS,1,1:26,MISS Moody 3PT Jump Shot,32 - 32,TIE,Moses Moody,GSW,,,,
79,REBOUND,1,1:22,Bogdanovic REBOUND (Off:0 Def:1),32 - 32,TIE,Bogdan Bogdanovic,ATL,,,,
80,2POINT,1,1:14,Bogdanovic 20' Pullup Jump Shot (2 PTS),34 - 32,-2,Bogdan Bogdanovic,ATL,,,,
81,2POINT.ASSIST,1,0:36,Thompson 15' Fadeaway Jumper (16 PTS) (Lamb 1 AST),34 - 34,TIE,Klay Thompson,GSW,Anthony Lamb,GSW,,
82,2POINTMISS,1,0:31,MISS Young 5' Driving Layup,34 - 34,TIE,Trae Young,ATL,,,,
83,REBOUND,1,0:29,Jerome REBOUND (Off:0 Def:1),34 - 34,TIE,Ty Jerome,GSW,,,,
84,2POINTMISS,1,0:07,MISS Jerome 21' Pullup Jump Shot,34 - 34,TIE,Ty Jerome,GSW,,,,
85,REBOUND,1,0:03,Moody REBOUND (Off:1 Def:0),34 - 34,TIE,Moses Moody,GSW,,,,
86,2POINT,1,0:02,Moody 4' Putback Layup (2 PTS),34 - 36,2,Moses Moody,GSW,,,,
87,FOUL,1,0:02,Okongwu S.FOUL (P1.T2) (J.Butler),34 - 36,2,Onyeka Okongwu,ATL,Moses Moody,GSW,,
88,FTMISS,1,0:02,MISS Moody Free Throw 1 of 1,34 - 36,2,Moses Moody,GSW,,,,
89,REBOUND,1,0:00,Bogdanovic REBOUND (Off:0 Def:2),34 - 36,2,Bogdan Bogdanovic,ATL,,,,
90,ENDOFPERIOD,1,0:00,End of 1st Period (8:14 PM EST),34 - 36,2,,,,,,
91,STARTOFPERIOD,2,12:00,Start of 2nd Period (8:16 PM EST),34 - 36,2,,,,,,
92,VIOLATION,2,11:50,Claxton Violation:Kicked Ball (B.Schwab),34 - 36,2,Nic Claxton,GSW,,,,
93,VIOLATION,2,11:45,Claxton Violation:Kicked Ball (J.Van Duyne),34 - 36,2,Nic Claxton,GSW,,,,
94,2POINTMISS,2,11:33,MISS Giddey 6' Layup,34 - 36,2,Josh Giddey,OKC,,,,
95,REBOUND,2,11:31,Joe REBOUND (Off:1 Def:0),34 - 36,2,Isaiah Joe,OKC,,,,
96,2POINTMISS.BLOCK,2,11:25,Claxton BLOCK (1 BLK)MISS Bazley 3' Driving Layup,34 - 36,2,Darius Bazley,OKC,,,Nic Claxton,GSW
97,REBOUND,2,11:22,Harris REBOUND (Off:0 Def:2),34 - 36,2,Joe Harris,GSW,,,,
98,2POINT.ASSIST,2,11:12,Harris 2' Driving Layup (2 PTS) (Curry 1 AST),34 - 38,4,Joe Harris,GSW,Seth Curry,GSW,,
99,TIMEOUT,2,11:12,Thunder Timeout: Regular (Reg.2 Short 0),34 - 38,4,,,,,,
100,2POINT,2,10:52,Giddey 3' Driving Layup (8 PTS),36 - 38,2,Josh Giddey,OKC,,,,
101,2POINTMISS.BLOCK,2,10:28,MISS O'Neale 5' Driving LayupJoe BLOCK (1 BLK),36 - 38,2,Royce O'Neale,GSW,,,Isaiah Joe,OKC
102,REBOUND,2,10:25,Giddey REBOUND (Off:0 Def:1),36 - 38,2,Josh Giddey,OKC,,,,
103,2POINTMISS.BLOCK,2,10:20,Claxton BLOCK (2 BLK)MISS Giddey 4' Running Layup,36 - 38,2,Josh Giddey,OKC,,,Nic Claxton,GSW
104,REBOUND,2,10:17,Harris REBOUND (Off:0 Def:3),36 - 38,2,Joe Harris,GSW,,,,
105,2POINTMISS.BLOCK,2,10:14,MISS Irving 6' Running LayupWiggins BLOCK (1 BLK),36 - 38,2,Kyrie Irving,GSW,,,Aaron Wiggins,OKC
106,REBOUND,2,10:11,K. Williams REBOUND (Off:0 Def:1),36 - 38,2,Kenrich Williams,OKC,,,,
107,2POINTMISS,2,10:04,MISS Joe 9' Jump Shot,36 - 38,2,Isaiah Joe,OKC,,,,
108,REBOUND,2,10:01,Joe REBOUND (Off:2 Def:0),36 - 38,2,Isaiah Joe,OKC,,,,
109,3POINTMISS,2,9:59,MISS Joe 3PT Step Back Jump Shot,36 - 38,2,Isaiah Joe,OKC,,,,
110,REBOUND,2,9:56,Harris REBOUND (Off:0 Def:4),36 - 38,2,Joe Harris,GSW,,,,
111,2POINT.ASSIST,2,9:48,Curry 4' Driving Layup (4 PTS) (Harris 1 AST),36 - 40,4,Seth Curry,GSW,Joe Harris,GSW,,
112,2POINT.ASSIST,2,9:29,K. Williams 20' Step Back Jump Shot (2 PTS) (Giddey 2 AST),38 - 40,2,Kenrich Williams,OKC,Josh Giddey,OKC,,
113,3POINT.ASSIST,2,9:18,Curry 26' 3PT Jump Shot (7 PTS) (Irving 1 AST),38 - 41,3,Seth Curry,GSW,Kyrie Irving,GSW,,
114,TIMEOUT,2,9:16,Thunder Timeout: Regular (Reg.3 Short 0),38 - 41,3,,,,,,
115,2POINTMISS.BLOCK,2,8:57,Claxton BLOCK (3 BLK)MISS Wiggins 5' Driving Layup,38 - 41,3,Aaron Wiggins,OKC,,,Nic Claxton,GSW
116,REBOUND,2,8:55,O'Neale REBOUND (Off:0 Def:2),38 - 41,3,Royce O'Neale,GSW,,,,
117,STEAL.TURNOVER,2,8:54,O'Neale Bad Pass Turnover (P1.T5)Wiggins STEAL (1 STL),38 - 41,3,Royce O'Neale,GSW,Aaron Wiggins,OKC,,
118,2POINTMISS,2,8:50,MISS Giddey 16' Jump Shot,38 - 41,3,Josh Giddey,OKC,,,,
119,REBOUND,2,8:47,Claxton REBOUND (Off:0 Def:3),38 - 41,3,Nic Claxton,GSW,,,,
120,3POINT.ASSIST,2,8:33,Curry 26' 3PT Jump Shot (10 PTS) (O'Neale 2 AST),38 - 44,6,Seth Curry,GSW,Royce O'Neale,GSW,,
121,2POINT.ASSIST,2,8:06,Wiggins 2' Driving Reverse Layup (2 PTS) (Giddey 3 AST),40 - 44,4,Aaron Wiggins,OKC,Josh Giddey,OKC,,
122,STEAL.TURNOVER,2,7:41,Irving Bad Pass Turnover (P2.T6)K. Williams STEAL (1 STL),40 - 44,4,Kyrie Irving,GSW,Kenrich Williams,OKC,,
123,2POINT,2,7:37,Giddey 7' Pullup Jump Shot (10 PTS),42 - 44,2,Josh Giddey,OKC,,,,
124,3POINTMISS,2,7:12,MISS Harris 25' 3PT Jump Shot,42 - 44,2,Joe Harris,GSW,,,,
125,REBOUND,2,7:09,Bazley REBOUND (Off:0 Def:1),42 - 44,2,Darius Bazley,OKC,,,,
126,2POINTMISS.BLOCK,2,7:02,Claxton BLOCK (4 BLK)MISS Bazley 3' Driving Layup,42 - 44,2,Darius Bazley,OKC,,,Nic Claxton,GSW
127,REBOUND,2,7:00,Irving REBOUND (Off:0 Def:2),42 - 44,2,Kyrie Irving,GSW,,,,
128,2POINTMISS,2,6:56,MISS Irving 5' Running Layup,42 - 44,2,Kyrie Irving,GSW,,,,
129,REBOUND,2,6:53,Joe REBOUND (Off:2 Def:1),42 - 44,2,Isaiah Joe,OKC,,,,
130,TURNOVER,2,6:38,Bazley Traveling Turnover (P1.T2),42 - 44,2,Darius Bazley,OKC,,,,
131,SUB,2,6:38,SUB: Mills FOR Irving,42 - 44,2,Kyrie Irving,GSW,Patty Mills,GSW,,
132,SUB,2,6:38,SUB: Dort FOR Wiggins,42 - 44,2,Aaron Wiggins,OKC,Luguentz Dort,OKC,,
133,SUB,2,6:38,SUB: Jal. Williams FOR Bazley,42 - 44,2,Darius Bazley,OKC,Jalen Williams,OKC,,
134,3POINT.ASSIST,2,6:28,Mills 27' 3PT Pullup Jump Shot (3 PTS) (O'Neale 3 AST),42 - 47,5,Patty Mills,GSW,Royce O'Neale,GSW,,
135,3POINTMISS,2,6:11,MISS Jal. Williams 25' 3PT Jump Shot,42 - 47,5,Jalen Williams,OKC,,,,
136,REBOUND,2,6:07,Giddey REBOUND (Off:1 Def:1),42 - 47,5,Josh Giddey,OKC,,,,
137,2POINTMISS,2,6:04,MISS K. Williams 7' Hook Shot,42 - 47,5,Kenrich Williams,OKC,,,,
138,REBOUND,2,6:02,Claxton REBOUND (Off:0 Def:4),42 - 47,5,Nic Claxton,GSW,,,,
139,VIOLATION,2,6:02,Giddey Violation:Jump Ball (J.Van Duyne),42 - 47,5,Josh Giddey,OKC,,,,
140,3POINT.ASSIST,2,6:25,Harris 27' 3PT Jump Shot (8 PTS) (O'Neale 6 AST),42 - 50,8,Joe Harris,GSW,Royce O'Neale,GSW,,
141,2POINT,2,6:12,Giddey 4' Driving Layup (14 PTS),44 - 50,6,Josh Giddey,OKC,,,,
142,2POINT.ASSIST,2,5:58,Claxton 1' Cutting Layup Shot (12 PTS) (Irving 3 AST),44 - 52,8,Nic Claxton,GSW,Kyrie Irving,GSW,,
