,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (8:00 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Adams vs. Looney: Tip to Gilgeous-Alexander,0,0,Steven Adams,OKC,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC
2,2POINT,1,11:45,Gilgeous-Alexander 16' Pullup Jump Shot (2 PTS),0 - 2,2,Shai Gilgeous-Alexander,OKC,,,,
3,2POINT.ASSIST,1,11:26,Thompson 2' Cutting Layup Shot (2 PTS) (Curry 1 AST),2 - 2,TIE,Klay Thompson,GSW,Stephen Curry,GSW,,
4,2POINT.ASSIST,1,11:08,Giddey 3' Cutting Layup Shot (2 PTS) (Dort 1 AST),2 - 4,2,Josh Giddey,OKC,Luguentz Dort,OKC,,
5,3POINT,1,10:48,Curry 26' 3PT Jump Shot (3 PTS),5 - 4,-1,Stephen Curry,GSW,,,,
6,STEAL.TURNOVER,1,10:31,Green STEAL (1 STL)Giddey Bad Pass Turnover (P1.T1),5 - 4,-1,Josh Giddey,OKC,Draymond Green,GSW,,
7,2POINT.ASSIST,1,10:25,Wiggins 1' Cutting Dunk Shot (2 PTS) (Green 1 AST),7 - 4,-3,Andrew Wiggins,GSW,Draymond Green,GSW,,
8,TIMEOUT,1,10:25,Thunder Timeout: Regular (Full 1 Short 0),7 - 4,-3,,,,,,
9,3POINT.ASSIST,1,10:09,Dort 25' 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 1 AST),7 - 7,TIE,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
10,TURNOVER,1,9:52,Curry Bad Pass Turnover (P1.T1),7 - 7,TIE,Stephen Curry,GSW,,,,
11,2POINT,1,9:36,Gilgeous-Alexander 1' Driving Layup (4 PTS),7 - 9,2,Shai Gilgeous-Alexander,OKC,,,,
12,2POINTMISS,1,9:18,MISS Wiggins 14' Turnaround Fadeaway Shot,7 - 9,2,Andrew Wiggins,GSW,,,,
13,REBOUND,1,9:15,Adams REBOUND (Off:0 Def:1),7 - 9,2,Steven Adams,OKC,,,,
14,2POINT.ASSIST,1,9:05,Giddey 3' Driving Layup (4 PTS) (Gilgeous-Alexander 2 AST),7 - 11,4,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC,,
15,3POINT.ASSIST,1,8:50,Thompson 27' 3PT Jump Shot (5 PTS) (Curry 2 AST),10 - 11,1,Klay Thompson,GSW,Stephen Curry,GSW,,
16,3POINTMISS,1,8:32,MISS Dort 3PT Jump Shot,10 - 11,1,Luguentz Dort,OKC,,,,
17,REBOUND,1,8:30,Thompson REBOUND (Off:0 Def:1),10 - 11,1,Klay Thompson,GSW,,,,
