,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (8:11 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Holmgren vs. Green: Tip to Gilgeous-Alexander,0,0,Chet Holmgren,OKC,Draymond Green,GSW,Shai Gilgeous-Alexander,OKC
2,2POINT.ASSIST,1,11:45,Wiggins 1' Cutting Dunk Shot (2 PTS) (Curry 1 AST),0 - 2,2,Andrew Wiggins,GSW,Stephen Curry,GSW,,
3,2POINT,1,11:30,Gilgeous-Alexander 13' Turnaround Jump Shot (2 PTS),2 - 2,TIE,Shai Gilgeous-Alexander,OKC,,,,
4,2POINT.ASSIST,1,11:12,Green 2' Cutting Layup Shot (2 PTS) (Thompson 1 AST),2 - 4,2,Draymond Green,GSW,Klay Thompson,GSW,,
5,3POINTMISS,1,10:55,MISS Giddey 24' 3PT Jump Shot,2 - 4,2,Josh Giddey,OKC,,,,
6,REBOUND,1,10:52,Looney REBOUND (Off:0 Def:1),2 - 4,2,Kevon Looney,GSW,,,,
7,3POINT.ASSIST,1,10:40,Thompson 26' 3PT Jump Shot (3 PTS) (Curry 2 AST),2 - 7,5,Klay Thompson,GSW,Stephen Curry,GSW,,
8,2POINTMISS,1,10:20,MISS Holmgren 8' Driving Floating Bank Jump Shot,2 - 7,5,Chet Holmgren,OKC,,,,
9,REBOUND,1,10:17,Gilgeous-Alexander REBOUND (Off:1 Def:0),2 - 7,5,Shai Gilgeous-Alexander,OKC,,,,
10,3POINTMISS,1,10:12,MISS Gilgeous-Alexander 25' 3PT Jump Shot,2 - 7,5,Shai Gilgeous-Alexander,OKC,,,,
11,REBOUND,1,10:08,Curry REBOUND (Off:0 Def:1),2 - 7,5,Stephen Curry,GSW,,,,
12,FOUL,1,9:56,Holmgren P.FOUL (P1.T1) (J.Tiven),2 - 7,5,Chet Holmgren,OKC,Stephen Curry,GSW,,
13,FTMAKE,1,9:56,Curry Free Throw 1 of 2 (1 PTS),2 - 8,6,Stephen Curry,GSW,,,,
14,FTMAKE,1,9:56,Curry Free Throw 2 of 2 (2 PTS),2 - 9,7,Stephen Curry,GSW,,,,
15,FOUL,1,9:48,Wiggins P.FOUL (P1.T1) (B.Taylor),2 - 9,7,Andrew Wiggins,GSW,Shai Gilgeous-Alexander,OKC,,
16,FTMAKE,1,9:48,Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),3 - 9,6,Shai Gilgeous-Alexander,OKC,,,,
17,FTMISS,1,9:48,MISS Gilgeous-Alexander Free Throw 2 of 2,3 - 9,6,Shai Gilgeous-Alexander,OKC,,,,
18,REBOUND,1,9:46,Looney REBOUND (Off:0 Def:2),3 - 9,6,Kevon Looney,GSW,,,,
19,3POINTMISS,1,9:39,MISS Curry 25' 3PT Jump Shot,3 - 9,6,Stephen Curry,GSW,,,,
20,REBOUND,1,9:36,Holmgren REBOUND (Off:0 Def:1),3 - 9,6,Chet Holmgren,OKC,,,,
