,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (8:00 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Looney vs. Robinson-Earl: Tip to Curry,0,0,Kevon Looney,GSW,Jeremiah Robinson-Earl,OKC,Stephen Curry,GSW
2,3POINT.ASSIST,1,11:45,Thompson 25' 3PT Jump Shot (3 PTS) (Curry 1 AST),3 - 0,-3,Klay Thompson,GSW,Stephen Curry,GSW,,
3,3POINTMISS,1,11:30,MISS Gilgeous-Alexander 3PT Jump Shot,3 - 0,-3,Shai Gilgeous-Alexander,OKC,,,,
4,REBOUND,1,11:27,Green REBOUND (Off:0 Def:1),3 - 0,-3,Draymond Green,GSW,,,,
5,2POINT.ASSIST,1,11:20,Looney 2' Cutting Layup Shot (2 PTS) (Green 1 AST),5 - 0,-5,Kevon Looney,GSW,Draymond Green,GSW,,
6,2POINT,1,11:05,Gilgeous-Alexander 15' Pullup Jump Shot (2 PTS),5 - 2,-3,Shai Gilgeous-Alexander,OKC,,,,
7,3POINTMISS,1,10:50,MISS Wiggins 3PT Jump Shot,5 - 2,-3,Andrew Wiggins,GSW,,,,
8,REBOUND,1,10:47,Giddey REBOUND (Off:0 Def:1),5 - 2,-3,Josh Giddey,OKC,,,,
9,TURNOVER,1,10:35,Dort Bad Pass Turnover (P1.T1),5 - 2,-3,Luguentz Dort,OKC,,,,
10,STEAL,1,10:35,Curry STEAL (1 STL),5 - 2,-3,Stephen Curry,GSW,,,,
11,2POINT,1,10:30,Curry 2' Running Layup (2 PTS),7 - 2,-5,Stephen Curry,GSW,,,,
12,FOUL,1,10:15,Wiggins P.FOUL (P1.T1) (M.Davis),7 - 2,-5,Andrew Wiggins,GSW,Luguentz Dort,OKC,,
13,2POINT.ASSIST,1,10:05,Dort 3' Cutting Layup Shot (2 PTS) (Giddey 1 AST),7 - 4,-3,Luguentz Dort,OKC,Josh Giddey,OKC,,
14,3POINT,1,9:50,Thompson 26' 3PT Jump Shot (6 PTS),10 - 4,-6,Klay Thompson,GSW,,,,
15,TIMEOUT,1,9:45,Thunder Timeout: Regular (Full 1 Short 0),10 - 4,-6,,,,,,
16,2POINTMISS,1,9:30,MISS Muscala 16' Jump Shot,10 - 4,-6,Mike Muscala,OKC,,,,
17,REBOUND,1,9:27,Looney REBOUND (Off:0 Def:1),10 - 4,-6,Kevon Looney,GSW,,,,
18,3POINT.ASSIST,1,9:20,Curry 3PT Jump Shot (5 PTS) (Green 2 AST),13 - 4,-9,Stephen Curry,GSW,Draymond Green,GSW,,
19,2POINT,1,9:05,Dort 5' Driving Layup (4 PTS),13 - 6,-7,Luguentz Dort,OKC,,,,
20,FOUL,1,8:55,Giddey P.FOUL (P1.T1) (J.Goble),13 - 6,-7,Josh Giddey,OKC,Draymond Green,GSW,,
21,FTMAKE,1,8:55,Green Free Throw 1 of 2 (1 PTS),14 - 6,-8,Draymond Green,GSW,,,,
22,FTMAKE,1,8:55,Green Free Throw 2 of 2 (2 PTS),15 - 6,-9,Draymond Green,GSW,,,,
23,2POINTMISS,1,8:40,MISS Robinson-Earl 2' Layup,15 - 6,-9,Jeremiah Robinson-Earl,OKC,,,,
24,REBOUND,1,8:37,Green REBOUND (Off:0 Def:2),15 - 6,-9,Draymond Green,GSW,,,,
25,TURNOVER,1,8:30,Thompson Bad Pass Turnover (P1.T2),15 - 6,-9,Klay Thompson,GSW,,,,
26,STEAL,1,8:30,Dort STEAL (1 STL),15 - 6,-9,Luguentz Dort,OKC,,,,
27,3POINTMISS,1,8:25,MISS Giddey 3PT Jump Shot,15 - 6,-9,Josh Giddey,OKC,,,,
28,REBOUND,1,8:22,Looney REBOUND (Off:0 Def:2),15 - 6,-9,Kevon Looney,GSW,,,,
29,3POINT.ASSIST,1,8:15,Wiggins 3PT Jump Shot (3 PTS) (Curry 2 AST),18 - 6,-12,Andrew Wiggins,GSW,Stephen Curry,GSW,,
30,2POINT,1,8:00,Gilgeous-Alexander 10' Turnaround Jump Shot (4 PTS),18 - 8,-10,Shai Gilgeous-Alexander,OKC,,,,
31,2POINTMISS,1,7:45,MISS Looney 4' Hook Shot,18 - 8,-10,Kevon Looney,GSW,,,,
32,REBOUND,1,7:43,Muscala REBOUND (Off:0 Def:1),18 - 8,-10,Mike Muscala,OKC,,,,
