,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:00 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Looney vs. Robinson-Earl: Tip to Curry,0,0,Kevon Looney,GSW,Jeremiah Robinson-Earl,OKC,Stephen Curry,GSW
2,2POINTMISS,1,11:45,MISS Curry 15' Pullup Jump Shot,0,0,Stephen Curry,GSW,,,,
3,REBOUND,1,11:42,Gilgeous-Alexander REBOUND (Off:0 Def:1),0,0,Shai Gilgeous-Alexander,OKC,,,,
4,2POINTMISS,1,11:30,MISS Dort 12' Pullup Jump Shot,0,0,Luguentz Dort,OKC,,,,
5,REBOUND,1,11:27,Green REBOUND (Off:0 Def:1),0,0,Draymond Green,GSW,,,,
6,3POINT.ASSIST,1,11:20,Thompson 26' 3PT Jump Shot (3 PTS) (Green 1 AST),3 - 0,-3,Klay Thompson,GSW,Draymond Green,GSW,,
7,2POINT.ASSIST,1,11:08,Dort 2' Cutting Layup Shot (2 PTS) (Giddey 1 AST),3 - 2,-1,Luguentz Dort,OKC,Josh Giddey,OKC,,
8,STEAL.TURNOVER,1,10:55,Wiggins STEAL (1 STL)Gilgeous-Alexander Bad Pass Turnover (P1.T1),3 - 2,-1,Shai Gilgeous-Alexander,OKC,Andrew Wiggins,GSW,,
9,2POINT,1,10:50,Wiggins 1' Driving Dunk (2 PTS),5 - 2,-3,Andrew Wiggins,GSW,,,,
10,3POINTMISS,1,10:30,MISS Giddey 25' 3PT Jump Shot,5 - 2,-3,Josh Giddey,OKC,,,,
11,REBOUND,1,10:27,Looney REBOUND (Off:0 Def:1),5 - 2,-3,Kevon Looney,GSW,,,,
12,FOUL,1,10:18,Robinson-Earl P.FOUL (P1.T1) (J.Williams),5 - 2,-3,Jeremiah Robinson-Earl,OKC,Kevon Looney,GSW,,
13,FTMAKE,1,10:18,Looney Free Throw 1 of 2 (1 PTS),6 - 2,-4,Kevon Looney,GSW,,,,
14,FTMAKE,1,10:18,Looney Free Throw 2 of 2 (2 PTS),7 - 2,-5,Kevon Looney,GSW,,,,
