,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (8:04 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Embiid vs. Holmgren: Tip to Melton,0,0,Joel Embiid,PHI,Chet Holmgren,OKC,De'Anthony Melton,PHI
2,2POINT.ASSIST,1,11:45,Harris 18' Pullup Jump Shot (2 PTS) (Melton 1 AST),2 - 0,-2,Tobias Harris,PHI,De'Anthony Melton,PHI,,
3,3POINT,1,11:30,Dort 25' 3PT Jump Shot (3 PTS),2 - 3,1,Luguentz Dort,OKC,,,,
4,3POINTMISS,1,11:15,MISS Harden 3PT Step Back Jump Shot,2 - 3,1,James Harden,PHI,,,,
5,REBOUND,1,11:11,Holmgren REBOUND (Off:0 Def:1),2 - 3,1,Chet Holmgren,OKC,,,,
6,TURNOVER,1,11:03,Gilgeous-Alexander Out of Bounds Lost Ball Turnover (P1.T1),2 - 3,1,Shai Gilgeous-Alexander,OKC,,,,
7,3POINT,1,10:47,Maxey 26' 3PT Jump Shot (3 PTS),5 - 3,-2,Tyrese Maxey,PHI,,,,
8,2POINTMISS,1,10:30,MISS Giddey Driving Layup,5 - 3,-2,Josh Giddey,OKC,,,,
9,REBOUND,1,10:26,Harris REBOUND (Off:0 Def:1),5 - 3,-2,Tobias Harris,PHI,,,,
10,2POINT.ASSIST,1,10:22,Embiid Dunk (2 PTS) (Harden 1 AST),7 - 3,-4,Joel Embiid,PHI,James Harden,PHI,,
11,TIMEOUT,1,10:21,THUNDER Timeout: Regular (Full 1 Short 0),7 - 3,-4,,,,,,
12,3POINTMISS,1,10:06,MISS Joe 25' 3PT Jump Shot,7 - 3,-4,Isaiah Joe,OKC,,,,
13,REBOUND,1,10:02,Embiid REBOUND (Off:0 Def:1),7 - 3,-4,Joel Embiid,PHI,,,,
14,3POINTMISS,1,9:52,MISS Harris 3PT Jump Shot,7 - 3,-4,Tobias Harris,PHI,,,,
15,REBOUND,1,9:49,Giddey REBOUND (Off:0 Def:1),7 - 3,-4,Josh Giddey,OKC,,,,
16,2POINT,1,9:40,Giddey 14' Pullup Jump Shot (2 PTS),7 - 5,-2,Josh Giddey,OKC,,,,
