,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:00 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Embiid vs. Holmgren: Tip to Harden,0,0,Joel Embiid,PHI,Chet Holmgren,OKC,James Harden,PHI
2,2POINT,1,11:45,Harden 14' Pullup Jump Shot (2 PTS),2 - 0,-2,James Harden,PHI,,,,
3,2POINTMISS,1,11:30,MISS Gilgeous-Alexander 10' Pullup Jump Shot,2 - 0,-2,Shai Gilgeous-Alexander,OKC,,,,
4,REBOUND,1,11:28,Embiid REBOUND (Off:0 Def:1),2 - 0,-2,Joel Embiid,PHI,,,,
5,FOUL,1,11:25,Harden S.FOUL (P1.T1) (J.Capers),2 - 0,-2,James Harden,PHI,Chet Holmgren,OKC,,
6,FTMAKE,1,11:25,Holmgren Free Throw 1 of 2 (1 PTS),2 - 1,-1,Chet Holmgren,OKC,,,,
7,FTMAKE,1,11:25,Holmgren Free Throw 2 of 2 (2 PTS),2 - 2,TIE,Chet Holmgren,OKC,,,,
8,2POINT,1,11:12,Embiid 8' Jump Shot (2 PTS),4 - 2,-2,Joel Embiid,PHI,,,,
9,3POINT.ASSIST,1,10:55,Gilgeous-Alexander 26' 3PT Step Back Jump Shot (3 PTS) (Dort 1 AST),4 - 5,1,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
10,FOUL,1,10:43,Gilgeous-Alexander S.FOUL (P1.T1) (J.Capers),4 - 5,1,Shai Gilgeous-Alexander,OKC,James Harden,PHI,,
11,FTMAKE,1,10:43,Harden Free Throw 1 of 2 (3 PTS),5 - 5,TIE,James Harden,PHI,,,,
12,FTMAKE,1,10:43,Harden Free Throw 2 of 2 (4 PTS),6 - 5,-1,James Harden,PHI,,,,
13,2POINTMISS,1,10:20,MISS Embiid 6' Turnaround Hook Shot,6 - 5,-1,Joel Embiid,PHI,,,,
14,REBOUND,1,10:18,Holmgren REBOUND (Off:0 Def:1),6 - 5,-1,Chet Holmgren,OKC,,,,
15,2POINT,1,10:08,Gilgeous-Alexander 3' Driving Finger Roll Layup (5 PTS),6 - 7,1,Shai Gilgeous-Alexander,OKC,,,,
16,FOUL,1,10:02,Gilgeous-Alexander P.FOUL (P2.T2) (J.Capers),6 - 7,1,Shai Gilgeous-Alexander,OKC,Joel Embiid,PHI,,
17,SUB,1,10:02,SUB: Jay. Williams FOR Holmgren,6 - 7,1,Chet Holmgren,OKC,Jaylin Williams,OKC,,
18,FTMAKE,1,10:02,Embiid Free Throw 1 of 2 (3 PTS),7 - 7,TIE,Joel Embiid,PHI,,,,
19,FTMAKE,1,10:02,Embiid Free Throw 2 of 2 (4 PTS),8 - 7,-1,Joel Embiid,PHI,,,,
20,2POINTMISS,1,9:45,MISS Gilgeous-Alexander 14' Pullup Jump Shot,8 - 7,-1,Shai Gilgeous-Alexander,OKC,,,,
21,REBOUND,1,9:42,Melton REBOUND (Off:0 Def:1),8 - 7,-1,De'Anthony Melton,PHI,,,,
22,3POINT.ASSIST,1,9:36,Harden 27' 3PT Jump Shot (7 PTS) (Embiid 1 AST),11 - 7,-4,James Harden,PHI,Joel Embiid,PHI,,
23,2POINT.ASSIST,1,9:23,Tucker 6' Cutting Layup (2 PTS) (Gilgeous-Alexander 1 AST),11 - 9,-2,P.J. Tucker,OKC,Shai Gilgeous-Alexander,OKC,,
24,FOUL,1,9:18,Tucker S.FOUL (P1.T1) (J.Capers),11 - 9,-2,P.J. Tucker,OKC,Harden,PHI,,
25,FTMAKE,1,9:18,Harden Free Throw 1 of 2 (8 PTS),12 - 9,-3,James Harden,PHI,,,,
26,SUB,1,9:18,SUB: Jal. Williams FOR Jay. Williams,12 - 9,-3,Jaylin Williams,OKC,Jalen Williams,OKC,,
27,FTMAKE,1,9:18,Harden Free Throw 2 of 2 (9 PTS),13 - 9,-4,James Harden,PHI,,,,
28,2POINT.ASSIST,1,9:00,Gilgeous-Alexander 5' Driving Finger Roll Layup (7 PTS) (Jal. Williams 1 AST),13 - 11,-2,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
29,FOUL,1,8:48,Jal. Williams S.FOUL (P1.T2) (J.Capers),13 - 11,-2,Jalen Williams,OKC,Embiid,PHI,,
30,FTMAKE,1,8:48,Embiid Free Throw 1 of 2 (5 PTS),14 - 11,-3,Joel Embiid,PHI,,,,
31,FTMAKE,1,8:48,Embiid Free Throw 2 of 2 (6 PTS),15 - 11,-4,Joel Embiid,PHI,,,,
32,2POINT.ASSIST,1,8:31,Gilgeous-Alexander 12' Pullup Jump Shot (9 PTS) (Jal. Williams 2 AST),15 - 13,-2,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
33,FOUL,1,8:22,Jal. Williams S.FOUL (P2.T3) (J.Capers),15 - 13,-2,Jalen Williams,OKC,Embiid,PHI,,
34,TIMEOUT,1,8:22,THUNDER Timeout: Regular (Reg.1 Short 0),15 - 13,-2,,,,,,
35,SUB,1,8:22,SUB: Wallace FOR Jal. Williams,15 - 13,-2,Jalen Williams,OKC,Cason Wallace,OKC,,
36,FTMISS,1,8:22,MISS Embiid Free Throw 1 of 2,15 - 13,-2,Joel Embiid,PHI,,,,
37,REBOUND,1,8:22,THUNDER Rebound,15 - 13,-2,,,,,,
38,FTMAKE,1,8:22,Embiid Free Throw 2 of 2 (7 PTS),16 - 13,-3,Joel Embiid,PHI,,,,
39,2POINT,1,8:07,Dort 7' Driving Floating Jump Shot (2 PTS),16 - 15,-1,Luguentz Dort,OKC,,,,
40,2POINTMISS,1,7:48,MISS Harris 16' Pullup Jump Shot,16 - 15,-1,Tobias Harris,PHI,,,,
41,REBOUND,1,7:45,Gilgeous-Alexander REBOUND (Off:0 Def:1),16 - 15,-1,Shai Gilgeous-Alexander,OKC,,,,
42,3POINTMISS,1,7:31,MISS Tucker 24' 3PT Jump Shot,16 - 15,-1,P.J. Tucker,OKC,,,,
43,REBOUND,1,7:28,Harris REBOUND (Off:0 Def:1),16 - 15,-1,Tobias Harris,PHI,,,,
44,2POINTMISS,1,7:18,MISS Embiid 18' Fadeaway Jumper,16 - 15,-1,Joel Embiid,PHI,,,,
45,REBOUND,1,7:15,Dort REBOUND (Off:1 Def:1),16 - 15,-1,Luguentz Dort,OKC,,,,
46,2POINT.ASSIST,1,7:08,Gilgeous-Alexander 12' Pullup Jump Shot (11 PTS) (Dort 1 AST),16 - 17,1,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
47,3POINTMISS,1,6:52,MISS Harden 26' 3PT Step Back Jump Shot,16 - 17,1,James Harden,PHI,,,,
48,REBOUND,1,6:49,Wallace REBOUND (Off:1 Def:0),16 - 17,1,Cason Wallace,OKC,,,,
49,TURNOVER,1,6:38,Wallace Lost Ball Turnover (P1.T1),16 - 17,1,Cason Wallace,OKC,,,,
50,2POINT.ASSIST,1,6:27,Embiid 8' Turnaround Hook Shot (9 PTS) (Harden 1 AST),18 - 17,-1,Joel Embiid,PHI,James Harden,PHI,,
51,2POINT.ASSIST,1,6:11,Gilgeous-Alexander 8' Pullup Jump Shot (13 PTS) (Dort 2 AST),18 - 19,1,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
52,2POINT,1,5:57,Embiid 10' Fadeaway Jumper (11 PTS),20 - 19,-1,Joel Embiid,PHI,,,,
53,2POINTMISS,1,5:46,MISS Dort 15' Pullup Jump Shot,20 - 19,-1,Luguentz Dort,OKC,,,,
54,REBOUND,1,5:43,Harden REBOUND (Off:0 Def:1),20 - 19,-1,James Harden,PHI,,,,
55,2POINTMISS,1,5:36,MISS Tucker 12' Turnaround Fadeaway Shot,20 - 19,-1,P.J. Tucker,OKC,,,,
56,REBOUND,1,5:33,Wallace REBOUND (Off:1 Def:1),20 - 19,-1,Cason Wallace,OKC,,,,
57,2POINTMISS,1,5:28,MISS Wallace 2' Driving Finger Roll Layup,20 - 19,-1,Cason Wallace,OKC,,,,
58,REBOUND,1,5:26,Embiid REBOUND (Off:0 Def:2),20 - 19,-1,Joel Embiid,PHI,,,,
59,2POINTMISS,1,5:22,MISS Embiid 2' Putback Layup,20 - 19,-1,Joel Embiid,PHI,,,,
60,REBOUND,1,5:20,Dort REBOUND (Off:1 Def:2),20 - 19,-1,Luguentz Dort,OKC,,,,
61,FOUL,1,5:15,Embiid S.FOUL (P1.T1) (J.Capers),20 - 19,-1,Joel Embiid,PHI,Shai Gilgeous-Alexander,OKC,,
62,SUB,1,5:15,SUB: K. Williams FOR Wallace,20 - 19,-1,Cason Wallace,OKC,Kenrich Williams,OKC,,
63,2POINT.ASSIST,1,5:09,Gilgeous-Alexander 1' Driving Layup (15 PTS) (K. Williams 1 AST),20 - 21,1,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
64,FOUL,1,5:00,Embiid S.FOUL (P2.T2) (J.Capers),20 - 21,1,Joel Embiid,PHI,Shai Gilgeous-Alexander,OKC,,
65,SUB,1,5:00,SUB: Tucker FOR Embiid,20 - 21,1,Joel Embiid,PHI,P.J. Tucker,PHI,,
66,FTMAKE,1,5:00,Gilgeous-Alexander Free Throw 1 of 2 (16 PTS),20 - 22,2,Shai Gilgeous-Alexander,OKC,,,,
67,FTMAKE,1,5:00,Gilgeous-Alexander Free Throw 2 of 2 (17 PTS),20 - 23,3,Shai Gilgeous-Alexander,OKC,,,,
68,FOUL,1,4:46,K. Williams S.FOUL (P1.T4) (J.Capers),20 - 23,3,Kenrich Williams,OKC,Harden,PHI,,
69,FTMAKE,1,4:46,Harden Free Throw 1 of 2 (10 PTS),21 - 23,2,James Harden,PHI,,,,
70,FTMISS,1,4:46,MISS Harden Free Throw 2 of 2,21 - 23,2,James Harden,PHI,,,,
71,REBOUND,1,4:43,Dort REBOUND (Off:1 Def:3),21 - 23,2,Luguentz Dort,OKC,,,,
72,2POINT,1,4:37,Gilgeous-Alexander 16' Fadeaway Jumper (19 PTS),21 - 25,4,Shai Gilgeous-Alexander,OKC,,,,
