,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:00 PM CST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Embiid vs. Looney: Tip to Curry,0,0,Joel Embiid,OKC,Kevon Looney,GSW,Stephen Curry,GSW
2,2POINTMISS,1,11:42,MISS Gilgeous-Alexander 12' Pullup Jump Shot,0,0,Shai Gilgeous-Alexander,OKC,,,,
3,REBOUND,1,11:39,Looney REBOUND (Off:0 Def:1),0,0,Kevon Looney,GSW,,,,
4,2POINT,1,11:30,Curry 1' Driving Reverse Layup (2 PTS),2 - 0,-2,Stephen Curry,GSW,,,,
5,2POINT.ASSIST,1,11:10,Giddey 5' Driving Floating Bank Jump Shot (2 PTS) (Gilgeous-Alexander 1 AST),2 - 2,TIE,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC,,
6,2POINT,1,10:51,Green 1' Cutting Dunk (2 PTS),4 - 2,-2,Draymond Green,GSW,,,,
7,3POINTMISS,1,10:38,MISS Dort 27' 3PT Jump Shot,4 - 2,-2,Luguentz Dort,OKC,,,,
8,REBOUND,1,10:34,Looney REBOUND (Off:0 Def:2),4 - 2,-2,Kevon Looney,GSW,,,,
9,3POINTMISS,1,10:25,MISS Thompson 25' 3PT Jump Shot,4 - 2,-2,Klay Thompson,GSW,,,,
10,REBOUND,1,10:21,Williams REBOUND (Off:0 Def:1),4 - 2,-2,Jaylin Williams,OKC,,,,
11,2POINTMISS,1,10:14,MISS Williams 4' Driving Layup Shot,4 - 2,-2,Jaylin Williams,OKC,,,,
12,REBOUND,1,10:11,Looney REBOUND (Off:0 Def:3),4 - 2,-2,Kevon Looney,GSW,,,,
13,2POINT.ASSIST,1,10:07,Curry 2' Driving Reverse Layup (4 PTS) (Green 1 AST),6 - 2,-4,Stephen Curry,GSW,Draymond Green,GSW,,
14,2POINT,1,9:50,Gilgeous-Alexander 10' Pullup Jump Shot (2 PTS),6 - 4,-2,Shai Gilgeous-Alexander,OKC,,,,
15,3POINTMISS,1,9:33,MISS Poole 26' 3PT Step Back Jump Shot,6 - 4,-2,Jordan Poole,GSW,,,,
16,REBOUND,1,9:28,Williams REBOUND (Off:0 Def:2),6 - 4,-2,Jaylin Williams,OKC,,,,
17,3POINTMISS,1,9:21,MISS Giddey 25' 3PT Jump Shot,6 - 4,-2,Josh Giddey,OKC,,,,
18,REBOUND,1,9:16,Thompson REBOUND (Off:0 Def:1),6 - 4,-2,Klay Thompson,GSW,,,,
19,3POINT,1,9:10,Thompson 25' 3PT Jump Shot (3 PTS),9 - 4,-5,Klay Thompson,GSW,,,,
20,2POINT,1,8:53,Gilgeous-Alexander 5' Driving Reverse Layup (4 PTS),9 - 6,-3,Shai Gilgeous-Alexander,OKC,,,,
21,3POINTMISS,1,8:40,MISS Poole 27' 3PT Step Back Jump Shot,9 - 6,-3,Jordan Poole,GSW,,,,
22,REBOUND,1,8:36,Williams REBOUND (Off:0 Def:3),9 - 6,-3,Jaylin Williams,OKC,,,,
23,2POINTMISS,1,8:28,MISS Giddey 2' Driving Floating Bank Jump Shot,9 - 6,-3,Josh Giddey,OKC,,,,
24,REBOUND,1,8:25,Looney REBOUND (Off:0 Def:4),9 - 6,-3,Kevon Looney,GSW,,,,
25,2POINT,1,8:17,Wiggins 1' Driving Reverse Layup (2 PTS),11 - 6,-5,Andrew Wiggins,GSW,,,,
26,FOUL,1,8:02,Thompson S.FOUL (P1.T1) (M.Boland),11 - 6,-5,Klay Thompson,GSW,Jaylin Williams,OKC,,
27,FTMAKE,1,8:02,Williams Free Throw 1 of 2 (1 PTS),11 - 7,-4,Jaylin Williams,OKC,,,,
28,FTMAKE,1,8:02,Williams Free Throw 2 of 2 (2 PTS),11 - 8,-3,Jaylin Williams,OKC,,,,
29,2POINTMISS,1,7:46,MISS Curry 1' Driving Finger Roll Layup,11 - 8,-3,Stephen Curry,GSW,,,,
30,REBOUND,1,7:43,Looney REBOUND (Off:1 Def:4),11 - 8,-3,Kevon Looney,GSW,,,,
31,3POINT.ASSIST,1,7:40,Curry 24' 3PT Jump Shot (7 PTS) (Green 2 AST),14 - 8,-6,Stephen Curry,GSW,Draymond Green,GSW,,
32,2POINTMISS,1,7:27,MISS Gilgeous-Alexander 11' Pullup Jump Shot,14 - 8,-6,Shai Gilgeous-Alexander,OKC,,,,
33,REBOUND,1,7:24,Green REBOUND (Off:0 Def:1),14 - 8,-6,Draymond Green,GSW,,,,
34,2POINT.ASSIST,1,7:20,Wiggins 11' Driving Floating Bank Jump Shot (4 PTS) (Green 3 AST),16 - 8,-8,Andrew Wiggins,GSW,Draymond Green,GSW,,
35,TIMEOUT,1,7:13,Thunder Timeout: Regular (Reg.1 Short 0),16 - 8,-8,,,,,,
36,SUB,1,7:13,SUB: Mann FOR Williams,16 - 8,-8,Jaylin Williams,OKC,Tre Mann,OKC,,
37,SUB,1,7:13,SUB: Muscala FOR Giddey,16 - 8,-8,Josh Giddey,OKC,Mike Muscala,OKC,,
38,2POINT,1,7:01,Gilgeous-Alexander 1' Alley Oop Dunk (6 PTS),16 - 10,-6,Shai Gilgeous-Alexander,OKC,,,,
39,3POINTMISS,1,6:41,MISS Curry 28' 3PT Step Back Jump Shot,16 - 10,-6,Stephen Curry,GSW,,,,
