,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:30 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Adams vs. Wiseman: Tip to Curry,0,0,Steven Adams,OKC,James Wiseman,GSW,Stephen Curry,GSW
2,3POINT,1,11:45,Curry 27' 3PT Jump Shot (3 PTS),3-0,3,Stephen Curry,GSW,,,,
3,2POINTMISS,1,11:30,MISS Gilgeous-Alexander 18' Jump Shot,3-0,3,Shai Gilgeous-Alexander,OKC,,,,
4,REBOUND,1,11:29,Green REBOUND (Off:0 Def:1),3-0,3,Draymond Green,GSW,,,,
5,2POINT.ASSIST,1,11:15,Thompson 16' Jump Shot (2 PTS) (Green 1 AST),5-0,5,Klay Thompson,GSW,Draymond Green,GSW,,
6,FOUL,1,11:00,Wiggins S.FOUL (P1.T1) (Foster),5-0,5,Andrew Wiggins,GSW,Luguentz Dort,OKC,,
7,FTMAKE,1,11:00,Dort Free Throw 1 of 2 (1 PTS),5-1,4,Luguentz Dort,OKC,,,,
8,FTMAKE,1,11:00,Dort Free Throw 2 of 2 (2 PTS),5-2,3,Luguentz Dort,OKC,,,,
9,TURNOVER,1,10:45,Warriors Turnover: Bad Pass (T#1),5-2,3,,,,,,
10,2POINT,1,10:30,Gilgeous-Alexander 12' Driving Layup (2 PTS),5-4,1,Shai Gilgeous-Alexander,OKC,,,,
11,3POINTMISS,1,10:15,MISS Curry 23' 3PT Jump Shot,5-4,1,Stephen Curry,GSW,,,,
12,REBOUND,1,10:14,Adams REBOUND (Off:1 Def:0),5-4,1,Steven Adams,OKC,,,,
13,2POINT.ASSIST,1,10:00,Williams 8' Jump Shot (2 PTS) (Adams 1 AST),6-5,-1,Jalen Williams,OKC,Steven Adams,OKC,,
14,FOUL,1,9:45,Thompson S.FOUL (P1.T2) (Washington),6-5,-1,Klay Thompson,GSW,Jalen Williams,OKC,,
