,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:08 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Embiid vs. Holmgren: Tip to Gilgeous-Alexander,0,0,Joel Embiid,PHI,Chet Holmgren,OKC,Shai Gilgeous-Alexander,OKC
2,2POINT.ASSIST,1,11:42,Gilgeous-Alexander 1' Driving Layup (2 PTS) (Giddey 1 AST),0 - 2,2,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
3,2POINT,1,11:27,Embiid 8' Turnaround Bank Shot (2 PTS),2 - 2,TIE,Joel Embiid,PHI,,,,
4,3POINTMISS,1,11:10,MISS Harden 25' 3PT Jump Shot,2 - 2,TIE,James Harden,PHI,,,,
5,REBOUND,1,11:06,Holmgren REBOUND (Off:0 Def:1),2 - 2,TIE,Chet Holmgren,OKC,,,,
6,3POINT.ASSIST,1,10:54,Joe 24' 3PT Jump Shot (3 PTS) (Dort 1 AST),2 - 5,3,Isaiah Joe,OKC,Luguentz Dort,OKC,,
7,2POINT,1,10:40,Harris 5' Driving Floating Bank Jump Shot (2 PTS),4 - 5,1,Tobias Harris,PHI,,,,
8,FOUL,1,10:22,Dort S.FOUL (P1.T1) (J.Tiven),4 - 5,1,Luguentz Dort,OKC,Joel Embiid,PHI,,
9,FTMAKE,1,10:22,Embiid Free Throw 1 of 2 (3 PTS),5 - 5,TIE,Joel Embiid,PHI,,,,
10,FTMAKE,1,10:22,Embiid Free Throw 2 of 2 (4 PTS),6 - 5,-1,Joel Embiid,PHI,,,,
11,2POINT.ASSIST,1,10:08,Gilgeous-Alexander 2' Driving Finger Roll Layup (4 PTS) (Giddey 2 AST),6 - 7,1,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
12,3POINTMISS,1,9:52,MISS Maxey 26' 3PT Jump Shot,6 - 7,1,Tyrese Maxey,PHI,,,,
13,REBOUND,1,9:49,Holmgren REBOUND (Off:0 Def:2),6 - 7,1,Chet Holmgren,OKC,,,,
14,3POINTMISS,1,9:38,MISS Joe 25' 3PT Jump Shot,6 - 7,1,Isaiah Joe,OKC,,,,
15,REBOUND,1,9:35,Giddey REBOUND (Off:1 Def:0),6 - 7,1,Josh Giddey,OKC,,,,
16,TURNOVER,1,9:30,Giddey Lost Ball Turnover (P1.T1),6 - 7,1,Josh Giddey,OKC,,,,
17,2POINT,1,9:16,Niang 3' Cutting Layup (2 PTS),8 - 7,-1,Georges Niang,PHI,,,,
18,2POINT.ASSIST,1,9:01,Gilgeous-Alexander 14' Pullup Jump Shot (6 PTS) (Giddey 3 AST),8 - 9,1,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
19,2POINTMISS,1,8:40,MISS Embiid 12' Turnaround Fadeaway Shot,8 - 9,1,Joel Embiid,PHI,,,,
20,REBOUND,1,8:38,Tucker REBOUND (Off:1 Def:0),8 - 9,1,P.J. Tucker,PHI,,,,
21,FOUL,1,8:29,Giddey P.FOUL (P1.T2) (D.Stafford),8 - 9,1,Josh Giddey,OKC,James Harden,PHI,,
22,FTMAKE,1,8:29,Harden Free Throw 1 of 2 (1 PTS),9 - 9,TIE,James Harden,PHI,,,,
23,FTMAKE,1,8:29,Harden Free Throw 2 of 2 (2 PTS),10 - 9,-1,James Harden,PHI,,,,
24,3POINTMISS,1,8:13,MISS Joe 24' 3PT Jump Shot,10 - 9,-1,Isaiah Joe,OKC,,,,
25,REBOUND,1,8:10,Embiid REBOUND (Off:0 Def:1),10 - 9,-1,Joel Embiid,PHI,,,,
26,2POINTMISS,1,8:03,MISS Harden 14' Pullup Jump Shot,10 - 9,-1,James Harden,PHI,,,,
27,REBOUND,1,8:00,Holmgren REBOUND (Off:0 Def:3),10 - 9,-1,Chet Holmgren,OKC,,,,
28,3POINT.ASSIST,1,7:46,Jal. Williams 26' 3PT Jump Shot (3 PTS) (Giddey 4 AST),10 - 12,2,Jalen Williams,OKC,Josh Giddey,OKC,,
29,TIMEOUT,1,7:46,76ers Timeout: Regular (Reg.1 Short 0),10 - 12,2,,,,,,
30,SUB,1,7:46,SUB: Melton FOR Harris,10 - 12,2,Tobias Harris,PHI,De'Anthony Melton,PHI,,
31,FTMAKE,1,7:46,Harden Technical Free Throw (3 PTS),11 - 12,1,James Harden,PHI,,,,
32,FOUL,1,7:33,Melton S.FOUL (P1.T1) (J.Tiven),11 - 12,1,De'Anthony Melton,PHI,Luguentz Dort,OKC,,
33,FTMAKE,1,7:33,Dort Free Throw 1 of 2 (1 PTS),11 - 13,2,Luguentz Dort,OKC,,,,
34,FTMAKE,1,7:33,Dort Free Throw 2 of 2 (2 PTS),11 - 14,3,Luguentz Dort,OKC,,,,
35,3POINT.ASSIST,1,7:14,Harden 27' 3PT Jump Shot (6 PTS) (Embiid 1 AST),14 - 14,TIE,James Harden,PHI,Joel Embiid,PHI,,
36,2POINTMISS,1,6:58,MISS Gilgeous-Alexander 12' Driving Floating Jump Shot,14 - 14,TIE,Shai Gilgeous-Alexander,OKC,,,,
37,REBOUND,1,6:56,Embiid REBOUND (Off:0 Def:2),14 - 14,TIE,Joel Embiid,PHI,,,,
38,FOUL,1,6:41,Tucker P.FOUL (P1.T2) (J.Tiven),14 - 14,TIE,P.J. Tucker,PHI,Chet Holmgren,OKC,,
39,FTMAKE,1,6:41,Holmgren Free Throw 1 of 2 (1 PTS),14 - 15,1,Chet Holmgren,OKC,,,,
40,FTMAKE,1,6:41,Holmgren Free Throw 2 of 2 (2 PTS),14 - 16,2,Chet Holmgren,OKC,,,,
41,3POINT.ASSIST,1,6:19,Maxey 3PT Pullup Jump Shot (3 PTS) (Harden 1 AST),17 - 16,-1,Tyrese Maxey,PHI,James Harden,PHI,,
42,2POINTMISS.BLOCK,1,6:06,MISS Giddey 2' Driving LayupEmbiid BLOCK (1 BLK),17 - 16,-1,Josh Giddey,OKC,,,Joel Embiid,PHI
43,REBOUND,1,6:03,Embiid REBOUND (Off:0 Def:3),17 - 16,-1,Joel Embiid,PHI,,,,
44,2POINT.ASSIST,1,5:58,Maxey 3' Driving Layup (5 PTS) (Embiid 2 AST),19 - 16,-3,Tyrese Maxey,PHI,Joel Embiid,PHI,,
45,TIMEOUT,1,5:57,THUNDER Timeout: Regular (Reg.1 Short 0),19 - 16,-3,,,,,,
46,SUB,1,5:57,SUB: Giddey FOR Jal. Williams,19 - 16,-3,Jalen Williams,OKC,Josh Giddey,OKC,,
47,SUB,1,5:57,SUB: Wiggins FOR Joe,19 - 16,-3,Isaiah Joe,OKC,Aaron Wiggins,OKC,,
48,STEAL.TURNOVER,1,5:46,Gilgeous-Alexander Lost Ball Turnover (P1.T3)Harden STEAL (1 STL),19 - 16,-3,Shai Gilgeous-Alexander,OKC,James Harden,PHI,,
49,2POINT,1,5:42,Harden 14' Step Back Jump Shot (8 PTS),21 - 16,-5,James Harden,PHI,,,,
50,2POINT,1,5:30,Dort 2' Cutting Layup (4 PTS),21 - 18,-3,Luguentz Dort,OKC,,,,
51,2POINT.ASSIST,1,5:11,Embiid 4' Driving Hook Shot (6 PTS) (Niang 1 AST),23 - 18,-5,Joel Embiid,PHI,Georges Niang,PHI,,
52,3POINT.ASSIST,1,4:59,Wiggins 25' 3PT Jump Shot (3 PTS) (Giddey 5 AST),23 - 21,-2,Aaron Wiggins,OKC,Josh Giddey,OKC,,
53,2POINTMISS,1,4:36,MISS Melton 2' Driving Finger Roll Layup,23 - 21,-2,De'Anthony Melton,PHI,,,,
54,REBOUND,1,4:34,Tucker REBOUND (Off:2 Def:0),23 - 21,-2,P.J. Tucker,PHI,,,,
55,3POINTMISS,1,4:30,MISS Niang 26' 3PT Jump Shot,23 - 21,-2,Georges Niang,PHI,,,,
56,REBOUND,1,4:26,Giddey REBOUND (Off:1 Def:1),23 - 21,-2,Josh Giddey,OKC,,,,
57,3POINTMISS,1,4:14,MISS Wiggins 25' 3PT Jump Shot,23 - 21,-2,Aaron Wiggins,OKC,,,,
58,REBOUND,1,4:10,Embiid REBOUND (Off:0 Def:4),23 - 21,-2,Joel Embiid,PHI,,,,
59,2POINTMISS,1,4:02,MISS Embiid 14' Turnaround Fadeaway Shot,23 - 21,-2,Joel Embiid,PHI,,,,
60,REBOUND,1,3:59,Holmgren REBOUND (Off:0 Def:4),23 - 21,-2,Chet Holmgren,OKC,,,,
61,3POINTER.ASSIST,1,3:47,Gilgeous-Alexander 3PT Running Pull-Up Jump Shot (9 PTS) (Wiggins 1 AST),23 - 24,1,Shai Gilgeous-Alexander,OKC,Aaron Wiggins,OKC,,
62,FOUL,1,3:47,Holmgren P.FOUL (P1.T1) (D.Stafford),23 - 24,1,Chet Holmgren,OKC,James Harden,PHI,,
63,FTMISS,1,3:47,MISS Harden Free Throw 1 of 2,23 - 24,1,James Harden,PHI,,,,
64,REBOUND,1,3:47,Embiid REBOUND (Off:1 Def:4),23 - 24,1,Joel Embiid,PHI,,,,
65,FTMAKE,1,3:47,Harden Free Throw 2 of 2 (9 PTS),24 - 24,TIE,James Harden,PHI,,,,
66,3POINTER.ASSIST,1,3:34,Gilgeous-Alexander 3PT Jump Shot (12 PTS) (Giddey 6 AST),24 - 27,3,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
67,3POINTMISS,1,3:16,MISS Maxey 25' 3PT Jump Shot,24 - 27,3,Tyrese Maxey,PHI,,,,
68,REBOUND,1,3:13,Giddey REBOUND (Off:1 Def:2),24 - 27,3,Josh Giddey,OKC,,,,
69,2POINT.ASSIST,1,3:04,Holmgren 1' Cutting Layup (4 PTS) (Gilgeous-Alexander 1 AST),24 - 29,5,Chet Holmgren,OKC,Shai Gilgeous-Alexander,OKC,,
70,2POINTMISS,1,2:51,MISS Embiid 5' Driving Floating Bank Jump Shot,24 - 29,5,Joel Embiid,PHI,,,,
71,REBOUND,1,2:48,Maxey REBOUND (Off:1 Def:0),24 - 29,5,Tyrese Maxey,PHI,,,,
72,FOUL,1,2:45,Wiggins P.FOUL (P1.T2) (D.Stafford),24 - 29,5,Aaron Wiggins,OKC,Tyrese Maxey,PHI,,
73,FTMAKE,1,2:45,Maxey Free Throw 1 of 2 (6 PTS),25 - 29,4,Tyrese Maxey,PHI,,,,
74,FTMISS,1,2:45,MISS Maxey Free Throw 2 of 2,25 - 29,4,Tyrese Maxey,PHI,,,,
75,REBOUND,1,2:42,Holmgren REBOUND (Off:0 Def:5),25 - 29,4,Chet Holmgren,OKC,,,,
76,2POINT.ASSIST,1,2:35,Gilgeous-Alexander 2' Driving Reverse Layup (14 PTS) (Dort 2 AST),25 - 31,6,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
77,FOUL,1,2:20,Tucker P.FOUL (P2.T3) (J.Tiven),25 - 31,6,P.J. Tucker,PHI,Shai Gilgeous-Alexander,OKC,,
78,FTMISS,1,2:20,MISS Gilgeous-Alexander Free Throw 1 of 2,25 - 31,6,Shai Gilgeous-Alexander,OKC,,,,
79,REBOUND,1,2:20,Embiid REBOUND (Off:1 Def:5),25 - 31,6,Joel Embiid,PHI,,,,
80,SUB,1,2:20,SUB: Harris FOR Niang,25 - 31,6,Georges Niang,PHI,Tobias Harris,PHI,,
81,FTMAKE,1,2:20,Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),25 - 32,7,Shai Gilgeous-Alexander,OKC,,,,
82,TURNOVER,1,2:08,Harris Out of Bounds Lost Ball Turnover (P1.T4),25 - 32,7,Tobias Harris,PHI,,,,
83,3POINTMISS,1,1:55,MISS Dort 26' 3PT Jump Shot,25 - 32,7,Luguentz Dort,OKC,,,,
84,REBOUND,1,1:52,Embiid REBOUND (Off:1 Def:6),25 - 32,7,Joel Embiid,PHI,,,,
85,2POINT,1,1:35,Embiid 2' Layup (8 PTS),27 - 32,5,Joel Embiid,PHI,,,,
86,TIMEOUT,1,1:35,THUNDER Timeout: Regular (Reg.2 Short 0),27 - 32,5,,,,,,
87,SUB,1,1:35,SUB: Jal. Williams FOR Wiggins,27 - 32,5,Aaron Wiggins,OKC,Jalen Williams,OKC,,
88,SUB,1,1:35,SUB: Wallace FOR Giddey,27 - 32,5,Josh Giddey,OKC,Cason Wallace,OKC,,
89,2POINT.ASSIST,1,1:22,Gilgeous-Alexander 1' Driving Dunk (17 PTS) (Wallace 1 AST),27 - 34,7,Shai Gilgeous-Alexander,OKC,Cason Wallace,OKC,,
90,2POINT,1,1:07,Embiid 11' Turnaround Fadeaway Shot (10 PTS),29 - 34,5,Joel Embiid,PHI,,,,
91,2POINT,1,0:46,Holmgren 5' Fadeaway Jumper (6 PTS),29 - 36,7,Chet Holmgren,OKC,,,,
92,2POINT,1,0:27,Harden 13' Pullup Jump Shot (11 PTS),31 - 36,5,James Harden,PHI,,,,
93,3POINTMISS,1,0:12,MISS Jal. Williams 26' 3PT Jump Shot,31 - 36,5,Jalen Williams,OKC,,,,
94,REBOUND,1,0:10,Maxey REBOUND (Off:1 Def:1),31 - 36,5,Tyrese Maxey,PHI,,,,
95,2POINTMISS,1,0:00,MISS Harden 15' Pullup Jump Shot,31 - 36,5,James Harden,PHI,,,,
96,REBOUND,1,0:00,Embiid REBOUND (Off:2 Def:6),31 - 36,5,Joel Embiid,PHI,,,,
97,ENDOFPERIOD,1,0:00,End of 1st Period (7:35 PM EST),31 - 36,5,,,,,,
98,STARTOFPERIOD,2,12:00,Start of 2nd Period (7:38 PM EST),31 - 36,5,,,,,,
99,2POINTMISS,2,11:44,MISS Jal. Williams 4' Cutting Layup Shot,31 - 36,5,Jalen Williams,OKC,,,,
100,REBOUND,2,11:40,Melton REBOUND (Off:0 Def:1),31 - 36,5,De'Anthony Melton,PHI,,,,
101,2POINT.ASSIST,2,11:32,Melton 5' Driving Floating Jump Shot (2 PTS) (Niang 2 AST),33 - 36,3,De'Anthony Melton,PHI,Georges Niang,PHI,,
102,3POINTMISS,2,11:17,MISS Dort 24' 3PT Jump Shot,33 - 36,3,Luguentz Dort,OKC,,,,
103,REBOUND,2,11:12,Niang REBOUND (Off:0 Def:1),33 - 36,3,Georges Niang,PHI,,,,
104,3POINTMISS,2,11:01,MISS Niang 27' 3PT Jump Shot,33 - 36,3,Georges Niang,PHI,,,,
105,REBOUND,2,10:59,Muscala REBOUND (Off:0 Def:1),33 - 36,3,Mike Muscala,OKC,,,,
106,2POINT,2,10:47,Muscala 13' Jump Shot (2 PTS),33 - 38,5,Mike Muscala,OKC,,,,
107,3POINTMISS,2,10:28,MISS Melton 26' 3PT Jump Shot,33 - 38,5,De'Anthony Melton,PHI,,,,
108,REBOUND,2,10:24,Jal. Williams REBOUND (Off:0 Def:1),33 - 38,5,Jalen Williams,OKC,,,,
109,2POINTMISS,2,10:14,MISS Dort 4' Driving Layup,33 - 38,5,Luguentz Dort,OKC,,,,
110,REBOUND,2,10:12,Muscala REBOUND (Off:1 Def:1),33 - 38,5,Mike Muscala,OKC,,,,
111,FOUL,2,10:10,Niang P.FOUL (P1.T1) (S.Foster),33 - 38,5,Georges Niang,PHI,Mike Muscala,OKC,,
112,FTMAKE,2,10:10,Muscala Free Throw 1 of 2 (3 PTS),33 - 39,6,Mike Muscala,OKC,,,,
113,FTMAKE,2,10:10,Muscala Free Throw 2 of 2 (4 PTS),33 - 40,7,Mike Muscala,OKC,,,,
114,2POINT,2,9:57,Harris 1' Cutting Layup (4 PTS),35 - 40,5,Tobias Harris,PHI,,,,
115,TIMEOUT,2,9:57,THUNDER Timeout: Regular (Reg.3 Short 0),35 - 40,5,,,,,,
116,FOUL,2,9:42,Wallace S.FOUL (P1.T1) (S.Foster),35 - 40,5,Cason Wallace,OKC,Joel Embiid,PHI,,
117,FTMAKE,2,9:42,Embiid Free Throw 1 of 2 (11 PTS),36 - 40,4,Joel Embiid,PHI,,,,
118,FTMAKE,2,9:42,Embiid Free Throw 2 of 2 (12 PTS),37 - 40,3,Joel Embiid,PHI,,,,
119,SUB,2,9:42,SUB: Holmgren FOR Muscala,37 - 40,3,Mike Muscala,OKC,Chet Holmgren,OKC,,
120,2POINT.ASSIST,2,9:23,Jal. Williams 3' Driving Layup (5 PTS) (Wallace 2 AST),37 - 42,5,Jalen Williams,OKC,Cason Wallace,OKC,,
