,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:09 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Claxton vs. Chet Holmgren: Tip to Durant,0,0,Nicolas Claxton,BKN,Chet Holmgren,OKC,Kevin Durant,BKN
2,3POINTMISS,1,11:45,MISS Durant 26' 3PT Jump Shot,0,0,Kevin Durant,BKN,,,,
3,REBOUND,1,11:42,Gilgeous-Alexander REBOUND (Off:0 Def:1),0,0,Shai Gilgeous-Alexander,OKC,,,,
4,2POINT.ASSIST,1,11:29,Holmgren 1' Running Alley Oop Layup (2 PTS) (Giddey 1 AST),2 - 0,-2,Chet Holmgren,OKC,Josh Giddey,OKC,,
5,2POINTMISS,1,11:15,MISS Irving 10' Driving Floating Bank Jump Shot,2 - 0,-2,Kyrie Irving,BKN,,,,
6,REBOUND,1,11:13,Simmons REBOUND (Off:1 Def:0),2 - 0,-2,Ben Simmons,BKN,,,,
7,2POINT.ASSIST,1,11:08,Simmons 1' Cutting Dunk Shot (2 PTS) (Irving 1 AST),2 - 2,TIE,Ben Simmons,BKN,Kyrie Irving,BKN,, 
8,2POINTMISS,1,10:46,MISS Gilgeous-Alexander 19' Pullup Jump Shot,2 - 2,TIE,Shai Gilgeous-Alexander,OKC,,,,
9,REBOUND,1,10:44,Thunder Rebound,2 - 2,TIE,,,,,,
10,3POINTMISS,1,10:38,MISS Giddey 25' 3PT Jump Shot,2 - 2,TIE,Josh Giddey,OKC,,,,
11,REBOUND,1,10:35,Durant REBOUND (Off:0 Def:1),2 - 2,TIE,Kevin Durant,BKN,,,,
12,3POINTMISS,1,10:29,MISS Irving 26' 3PT Jump Shot,2 - 2,TIE,Kyrie Irving,BKN,,,,
13,REBOUND,1,10:26,Dort REBOUND (Off:0 Def:1),2 - 2,TIE,Luguentz Dort,OKC,,,, 
14,3POINT.ASSIST,1,10:18,Gilgeous-Alexander 24' 3PT Jump Shot (3 PTS) (Giddey 2 AST),5 - 2,-3,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
15,2POINTMISS,1,10:02,MISS Claxton 1' Cutting Layup Shot,5 - 2,-3,Nicolas Claxton,BKN,,,,
16,REBOUND,1,10:00,Harris REBOUND (Off:1 Def:0),5 - 2,-3,Joe Harris,BKN,,,,
17,3POINT.ASSIST,1,9:52,Harris 26' 3PT Jump Shot (3 PTS) (Irving 2 AST),5 - 5,TIE,Joe Harris,BKN,Kyrie Irving,BKN,,
18,2POINT,1,9:35,Gilgeous-Alexander 15' Pullup Jump Shot (5 PTS),7 - 5,-2,Shai Gilgeous-Alexander,OKC,,,,
19,2POINT,1,9:18,Durant 6' Turnaround Fadeaway (2 PTS), 7 - 7,TIE,Kevin Durant,BKN,,,,
20,2POINTMISS,1,9:00,MISS Holmgren 1' Running Layup,7 - 7,TIE,Chet Holmgren,OKC,,,,
21,REBOUND,1,8:58,Simmons REBOUND (Off:1 Def:1),7 - 7,TIE,Ben Simmons,BKN,,,,
22,2POINT,1,8:53,Simmons 1' Running Dunk Shot (4 PTS),7 - 9,2,Ben Simmons,BKN,,,,
23,2POINT,1,8:38,Holmgren 2' Driving Finger Roll Layup (4 PTS),9 - 9,TIE,Chet Holmgren,OKC,,,,
24,2POINT.ASSIST,1,8:20,Claxton 1' Alley Oop Dunk (2 PTS) (Irving 3 AST),9 - 11,2,Nicolas Claxton,BKN,Kyrie Irving,BKN,,
25,2POINT,1,8:04,Mann 6' Floating Jump Shot (2 PTS),11 - 11,TIE,Tre Mann,OKC,,,,
26,2POINT.ASSIST,1,7:46,Durant 1' Running Dunk Shot (4 PTS) (Irving 4 AST),11 - 13,2,Kevin Durant,BKN,Kyrie Irving,BKN,,
27,2POINTMISS,1,7:35,MISS Mann 9' Floating Jump Shot,11 - 13,2,Tre Mann,OKC,,,,
28,REBOUND,1,7:31,Team Rebound,11 - 13,2,,,,,,
29,FOUL,1,7:31,Harris S.FOUL (P1.T1) (J.Goble),11 - 13,2,Joe Harris,BKN,Tre Mann,OKC,,
30,FTMISS,1,7:31,MISS Mann Free Throw 1 of 2,11 - 13,2,Tre Mann,OKC,,,,
31,REBOUND,1,7:31,Thunder Rebound,11 - 13,2,,,,,,
32,FTMAKE,1,7:31,Mann Free Throw 2 of 2 (3 PTS),12 - 13,1,Tre Mann,OKC,,,,
33,2POINTMISS,1,7:18,MISS Harris 19' Pullup Jump Shot,12 - 13,1,Joe Harris,BKN,,,,
34,REBOUND,1,7:16,Gilgeous-Alexander REBOUND (Off:0 Def:2),12 - 13,1,Shai Gilgeous-Alexander,OKC,,,,
35,2POINT.ASSIST,1,7:08,Holmgren 2' Cutting Dunk Shot (6 PTS) (Giddey 3 AST),14 - 13,-1,Chet Holmgren,OKC,Josh Giddey,OKC,,
36,2POINTMISS,1,6:48,MISS Claxton 6' Turnaround Hook Shot,14 - 13,-1,Nicolas Claxton,BKN,,,,
