,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
0,STARTOFPERIOD,1,12:00,Start of 1st Period (7:08 PM EST),0,0,,,,,,
1,JUMPBALL,1,12:00,Jump Ball Embiid vs. Giddey: Tip to Gilgeous-Alexander,0,0,Joel Embiid,IND,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC
2,2POINT.ASSIST,1,11:43,Jal. Williams 2' Cutting Dunk Shot (2 PTS) (Gilgeous-Alexander 1 AST),2 - 0,-2,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
3,2POINTMISS,1,11:28,MISS Haliburton 11' Driving Floating Jump Shot,2 - 0,-2,Tyrese Haliburton,IND,,,,
4,REBOUND,1,11:25,Giddey REBOUND (Off:0 Def:1),2 - 0,-2,Josh Giddey,OKC,,,,
5,3POINTMISS,1,11:16,MISS Dort 26' 3PT Jump Shot,2 - 0,-2,Luguentz Dort,OKC,,,,
6,REBOUND,1,11:13,Turner REBOUND (Off:0 Def:1),2 - 0,-2,Myles Turner,IND,,,,
7,2POINT.ASSIST,1,11:04,Haliburton 1' Driving Reverse Layup (2 PTS) (Duarte 1 AST),2 - 2,TIE,Tyrese Haliburton,IND,Chris Duarte,IND,,
8,2POINT,1,10:48,Gilgeous-Alexander 16' Pullup Jump Shot (2 PTS),4 - 2,-2,Shai Gilgeous-Alexander,OKC,,,,
9,3POINTMISS,1,10:32,MISS Duarte 25' 3PT Jump Shot,4 - 2,-2,Chris Duarte,IND,,,,
10,REBOUND,1,10:29,Giddey REBOUND (Off:0 Def:2),4 - 2,-2,Josh Giddey,OKC,,,,
11,2POINT.ASSIST,1,10:21,Jal. Williams 1' Cutting Dunk Shot (4 PTS) (Giddey 1 AST),6 - 2,-4,Jalen Williams,OKC,Josh Giddey,OKC,,
12,2POINT,1,10:06,Haliburton 11' Driving Floating Jump Shot (4 PTS),6 - 4,-2,Tyrese Haliburton,IND,,,,
13,2POINTMISS,1,9:51,MISS Gilgeous-Alexander 5' Driving Floating Jump Shot,6 - 4,-2,Shai Gilgeous-Alexander,OKC,,,,
14,REBOUND,1,9:48,Turner REBOUND (Off:0 Def:2),6 - 4,-2,Myles Turner,IND,,,,
15,3POINTMISS,1,9:41,MISS Hield 26' 3PT Jump Shot,6 - 4,-2,Buddy Hield,IND,,,,
16,REBOUND,1,9:38,Giddey REBOUND (Off:0 Def:3),6 - 4,-2,Josh Giddey,OKC,,,,
17,2POINT.ASSIST,1,9:31,Gilgeous-Alexander 1' Driving Reverse Layup (4 PTS) (Giddey 2 AST),8 - 4,-4,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
18,2POINT,1,9:16,Haliburton 10' Driving Floating Jump Shot (6 PTS),8 - 6,-2,Tyrese Haliburton,IND,,,,
19,3POINTMISS,1,9:02,MISS Dort 25' 3PT Jump Shot,8 - 6,-2,Luguentz Dort,OKC,,,,
20,REBOUND,1,8:59,Turner REBOUND (Off:0 Def:3),8 - 6,-2,Myles Turner,IND,,,,
21,2POINT.ASSIST,1,8:52,Hield 2' Cutting Layup (2 PTS) (Haliburton 1 AST),8 - 8,TIE,Buddy Hield,IND,Tyrese Haliburton,IND,,
22,2POINT,1,8:37,Gilgeous-Alexander 18' Pullup Jump Shot (6 PTS),10 - 8,-2,Shai Gilgeous-Alexander,OKC,,,,
23,2POINTMISS,1,8:22,MISS Duarte 5' Driving Floating Jump Shot,10 - 8,-2,Chris Duarte,IND,,,,
24,REBOUND,1,8:19,Giddey REBOUND (Off:0 Def:4),10 - 8,-2,Josh Giddey,OKC,,,,
25,3POINT.ASSIST,1,8:12,Dort 25' 3PT Jump Shot (3 PTS) (Giddey 3 AST),13 - 8,-5,Luguentz Dort,OKC,Josh Giddey,OKC,,
26,TIMEOUT,1,8:12,Pacers Timeout: Regular (Full 1 Short 0),13 - 8,-5,,,,,,
27,SUB,1,8:12,SUB: Nembhard FOR Duarte,13 - 8,-5,Chris Duarte,IND,Andrew Nembhard,IND,,
28,2POINT.ASSIST,1,8:00,Haliburton 1' Driving Reverse Layup (8 PTS) (Nembhard 1 AST),13 - 10,-3,Tyrese Haliburton,IND,Andrew Nembhard,IND,,
29,2POINT,1,7:42,Jal. Williams 1' Cutting Dunk Shot (6 PTS),15 - 10,-5,Jalen Williams,OKC,,,,
30,2POINT.ASSIST,1,7:27,Hield 2' Cutting Layup (4 PTS) (Haliburton 2 AST),15 - 12,-3,Buddy Hield,IND,Tyrese Haliburton,IND,,
31,2POINTMISS,1,7:13,MISS Gilgeous-Alexander 11' Driving Floating Jump Shot,15 - 12,-3,Shai Gilgeous-Alexander,OKC,,,,
32,REBOUND,1,7:10,Turner REBOUND (Off:0 Def:4),15 - 12,-3,Myles Turner,IND,,,,
33,3POINTMISS,1,7:04,MISS Nembhard 25' 3PT Jump Shot,15 - 12,-3,Andrew Nembhard,IND,,,,
34,REBOUND,1,7:01,Giddey REBOUND (Off:0 Def:5),15 - 12,-3,Josh Giddey,OKC,,,,
35,2POINT.ASSIST,1,6:54,Gilgeous-Alexander 1' Driving Reverse Layup (8 PTS) (Giddey 4 AST),17 - 12,-5,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
36,2POINT,1,6:39,Haliburton 11' Driving Floating Jump Shot (10 PTS),17 - 14,-3,Tyrese Haliburton,IND,,,,
37,2POINT.ASSIST,1,6:22,Jal. Williams 1' Cutting Dunk Shot (8 PTS) (Gilgeous-Alexander 2 AST),19 - 14,-5,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
38,2POINTMISS,1,6:07,MISS Hield 11' Driving Floating Jump Shot,19 - 14,-5,Buddy Hield,IND,,,,
39,REBOUND,1,6:04,Giddey REBOUND (Off:0 Def:6),19 - 14,-5,Josh Giddey,OKC,,,,
40,3POINT.ASSIST,1,5:56,Dort 26' 3PT Jump Shot (6 PTS) (Giddey 5 AST),22 - 14,-8,Luguentz Dort,OKC,Josh Giddey,OKC,,
41,TIMEOUT,1,5:56,Pacers Timeout: Regular (Full 2 Short 0),22 - 14,-8,,,,,,
42,SUB,1,5:56,SUB: Brissett FOR Hield,22 - 14,-8,Buddy Hield,IND,Oshae Brissett,IND,,
43,SUB,1,5:56,SUB: Mathurin FOR Nembhard,22 - 14,-8,Andrew Nembhard,IND,Bennedict Mathurin,IND,,
44,2POINT,1,5:41,Haliburton 11' Driving Floating Jump Shot (12 PTS),22 - 16,-6,Tyrese Haliburton,IND,,,,
45,2POINT.ASSIST,1,5:25,Gilgeous-Alexander 1' Cutting Dunk Shot (10 PTS) (Giddey 6 AST),24 - 16,-8,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
46,2POINT,1,5:10,Brissett 1' Cutting Dunk Shot (2 PTS),24 - 18,-6,Oshae Brissett,IND,,,,
47,2POINT.ASSIST,1,4:54,Jal. Williams 1' Cutting Dunk Shot (10 PTS) (Gilgeous-Alexander 3 AST),26 - 18,-8,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
48,3POINTMISS,1,4:39,MISS Mathurin 25' 3PT Jump Shot,26 - 18,-8,Bennedict Mathurin,IND,,,,
49,REBOUND,1,4:36,Giddey REBOUND (Off:0 Def:7),26 - 18,-8,Josh Giddey,OKC,,,,
50,3POINT.ASSIST,1,4:29,Dort 26' 3PT Jump Shot (9 PTS) (Giddey 7 AST),29 - 18,-11,Luguentz Dort,OKC,Josh Giddey,OKC,,
51,2POINT,1,4:14,Haliburton 10' Driving Floating Jump Shot (14 PTS),29 - 20,-9,Tyrese Haliburton,IND,,,,
52,2POINT,1,3:58,Gilgeous-Alexander 16' Pullup Jump Shot (12 PTS),31 - 20,-11,Shai Gilgeous-Alexander,OKC,,,,
53,2POINTMISS,1,3:43,MISS Brissett 11' Driving Floating Jump Shot,31 - 20,-11,Oshae Brissett,IND,,,,
54,REBOUND,1,3:40,Giddey REBOUND (Off:0 Def:8),31 - 20,-11,Josh Giddey,OKC,,,,
55,3POINTMISS,1,3:33,MISS Dort 25' 3PT Jump Shot,31 - 20,-11,Luguentz Dort,OKC,,,,
56,REBOUND,1,3:30,Turner REBOUND (Off:0 Def:5),31 - 20,-11,Myles Turner,IND,,,,
57,3POINTMISS,1,3:24,MISS Haliburton 26' 3PT Jump Shot,31 - 20,-11,Tyrese Haliburton,IND,,,,
58,REBOUND,1,3:21,Giddey REBOUND (Off:0 Def:9),31 - 20,-11,Josh Giddey,OKC,,,,
59,2POINT.ASSIST,1,3:14,Gilgeous-Alexander 1' Driving Reverse Layup (14 PTS) (Giddey 8 AST),33 - 20,-13,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
60,2POINT,1,2:59,Mathurin 1' Cutting Dunk Shot (2 PTS),33 - 22,-11,Bennedict Mathurin,IND,,,,
61,2POINT.ASSIST,1,2:43,Jal. Williams 1' Cutting Dunk Shot (12 PTS) (Gilgeous-Alexander 4 AST),35 - 22,-13,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
62,3POINTMISS,1,2:28,MISS Haliburton 25' 3PT Jump Shot,35 - 22,-13,Tyrese Haliburton,IND,,,,
63,REBOUND,1,2:25,Giddey REBOUND (Off:0 Def:10),35 - 22,-13,Josh Giddey,OKC,,,,
64,2POINT,1,2:17,Gilgeous-Alexander 18' Pullup Jump Shot (16 PTS),37 - 22,-15,Shai Gilgeous-Alexander,OKC,,,,
65,TIMEOUT,1,2:17,Pacers Timeout: Regular (Full 3 Short 0),37 - 22,-15,,,,,,
66,SUB,1,2:17,SUB: Brogdon FOR Haliburton,37 - 22,-15,Tyrese Haliburton,IND,Malcolm Brogdon,IND,,
67,SUB,1,2:17,SUB: Smith FOR Turner,37 - 22,-15,Myles Turner,IND,Jalen Smith,IND,,
68,2POINT,1,2:04,Brogdon 11' Driving Floating Jump Shot (2 PTS),37 - 24,-13,Malcolm Brogdon,IND,,,,
69,2POINTMISS,1,1:49,MISS Gilgeous-Alexander 5' Driving Floating Jump Shot,37 - 24,-13,Shai Gilgeous-Alexander,OKC,,,,
70,REBOUND,1,1:46,Smith REBOUND (Off:0 Def:1),37 - 24,-13,Jalen Smith,IND,,,,
71,3POINTMISS,1,1:40,MISS Brogdon 26' 3PT Jump Shot,37 - 24,-13,Malcolm Brogdon,IND,,,,
72,REBOUND,1,1:37,Giddey REBOUND (Off:0 Def:11),37 - 24,-13,Josh Giddey,OKC,,,,
73,3POINT.ASSIST,1,1:30,Dort 25' 3PT Jump Shot (12 PTS) (Giddey 9 AST),40 - 24,-16,Luguentz Dort,OKC,Josh Giddey,OKC,,
74,2POINT,1,1:15,Mathurin 1' Cutting Dunk Shot (4 PTS),40 - 26,-14,Bennedict Mathurin,IND,,,,
75,2POINT.ASSIST,1,1:01,Jal. Williams 1' Cutting Dunk Shot (14 PTS) (Gilgeous-Alexander 5 AST),42 - 26,-16,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
76,2POINTMISS,1,0:46,MISS Brogdon 11' Driving Floating Jump Shot,42 - 26,-16,Malcolm Brogdon,IND,,,,
77,REBOUND,1,0:43,Giddey REBOUND (Off:0 Def:12),42 - 26,-16,Josh Giddey,OKC,,,,
78,3POINTMISS,1,0:36,MISS Dort 26' 3PT Jump Shot,42 - 26,-16,Luguentz Dort,OKC,,,,
79,REBOUND,1,0:33,Brissett REBOUND (Off:0 Def:1),42 - 26,-16,Oshae Brissett,IND,,,,
80,2POINT,1,0:28,Brogdon 11' Driving Floating Jump Shot (4 PTS),42 - 28,-14,Malcolm Brogdon,IND,,,,
81,2POINT.ASSIST,1,0:12,Gilgeous-Alexander 1' Cutting Dunk Shot (18 PTS) (Giddey 10 AST),44 - 28,-16,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
82,3POINTMISS,1,0:03,MISS Mathurin 25' 3PT Jump Shot,44 - 28,-16,Bennedict Mathurin,IND,,,,
83,REBOUND,1,0:00,Giddey REBOUND (Off:0 Def:13),44 - 28,-16,Josh Giddey,OKC,,,,
84,ENDOFPERIOD,1,0:00,End of 1st Period (7:35 PM EST),44 - 28,-16,,,,,,
85,STARTOFPERIOD,2,12:00,Start of 2nd Period (8:08 PM EST),44 - 28,-16,,,,,,
86,2POINT,2,11:44,Brogdon 11' Driving Floating Jump Shot (6 PTS),44 - 30,-14,Malcolm Brogdon,IND,,,,
87,2POINT.ASSIST,2,11:28,Jal. Williams 1' Cutting Dunk Shot (16 PTS) (Gilgeous-Alexander 6 AST),46 - 30,-16,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
88,3POINTMISS,2,11:13,MISS Nembhard 25' 3PT Jump Shot,46 - 30,-16,Andrew Nembhard,IND,,,,
89,REBOUND,2,11:10,Muscala REBOUND (Off:0 Def:1),46 - 30,-16,Mike Muscala,OKC,,,,
90,3POINT.ASSIST,2,11:02,Muscala 26' 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 7 AST),49 - 30,-19,Mike Muscala,OKC,Shai Gilgeous-Alexander,OKC,,
91,2POINT,2,10:47,Brogdon 11' Driving Floating Jump Shot (8 PTS),49 - 32,-17,Malcolm Brogdon,IND,,,,
92,2POINT.ASSIST,2,10:31,Gilgeous-Alexander 1' Cutting Dunk Shot (20 PTS) (Giddey 11 AST),51 - 32,-19,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
93,2POINTMISS,2,10:16,MISS Mathurin 11' Driving Floating Jump Shot,51 - 32,-19,Bennedict Mathurin,IND,,,,
94,REBOUND,2,10:13,Giddey REBOUND (Off:0 Def:14),51 - 32,-19,Josh Giddey,OKC,,,,
95,3POINTMISS,2,10:06,MISS Dort 25' 3PT Jump Shot,51 - 32,-19,Luguentz Dort,OKC,,,,
96,REBOUND,2,10:03,Smith REBOUND (Off:0 Def:2),51 - 32,-19,Jalen Smith,IND,,,,
97,2POINT,2,9:56,Brogdon 11' Driving Floating Jump Shot (10 PTS),51 - 34,-17,Malcolm Brogdon,IND,,,,
98,2POINT.ASSIST,2,9:40,Jal. Williams 1' Cutting Dunk Shot (18 PTS) (Gilgeous-Alexander 8 AST),53 - 34,-19,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
99,2POINT,2,9:25,Nembhard 11' Driving Floating Jump Shot (2 PTS),53 - 36,-17,Andrew Nembhard,IND,,,,
100,2POINT,2,9:09,Gilgeous-Alexander 18' Pullup Jump Shot (22 PTS),55 - 36,-19,Shai Gilgeous-Alexander,OKC,,,,
101,3POINTMISS,2,8:54,MISS Brissett 25' 3PT Jump Shot,55 - 36,-19,Oshae Brissett,IND,,,,
102,REBOUND,2,8:51,Giddey REBOUND (Off:0 Def:15),55 - 36,-19,Josh Giddey,OKC,,,,
103,2POINT.ASSIST,2,8:43,Jal. Williams 1' Cutting Dunk Shot (20 PTS) (Giddey 12 AST),57 - 36,-21,Jalen Williams,OKC,Josh Giddey,OKC,,
104,TIMEOUT,2,8:43,Pacers Timeout: Regular (Full 4 Short 0),57 - 36,-21,,,,,,
105,SUB,2,8:43,SUB: Haliburton FOR Nembhard,57 - 36,-21,Andrew Nembhard,IND,Tyrese Haliburton,IND,,
106,SUB,2,8:43,SUB: Hield FOR Brissett,57 - 36,-21,Oshae Brissett,IND,Buddy Hield,IND,,
107,SUB,2,8:43,SUB: Turner FOR Smith,57 - 36,-21,Jalen Smith,IND,Myles Turner,IND,,
108,2POINT.ASSIST,2,8:30,Haliburton 1' Driving Reverse Layup (16 PTS) (Hield 1 AST),57 - 38,-19,Tyrese Haliburton,IND,Buddy Hield,IND,,
109,2POINT,2,8:14,Gilgeous-Alexander 18' Pullup Jump Shot (24 PTS),59 - 38,-21,Shai Gilgeous-Alexander,OKC,,,,
110,3POINTMISS,2,7:59,MISS Hield 25' 3PT Jump Shot,59 - 38,-21,Buddy Hield,IND,,,,
